rw-river-article__title,rw-entity-meta__tag-link 2,rw-entity-meta__tag-value__list__item 2,rw-entity-meta__tag-value__list__item,rw-river-article__title href,rw-entity-meta__tag-link href,rw-entity-meta__tag-link,rw-entity-meta__tag-link href 2,rw-entity-meta__tag-value--status--past,rw-entity-meta__tag-label 2,rw-entity-meta__tag-label 3,rw-entity-meta__tag-value--status--ongoing
Uganda: Floods - Nov 1997,Uganda,,,https://reliefweb.int/disaster/fl-1997-000301-uga,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/uga,,,,
Kenya: Floods - Nov 1997,Kenya,,,https://reliefweb.int/disaster/fl-1997-000255-ken,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/ken,,,,
Somalia: Floods - Nov 1997,Somalia,,,https://reliefweb.int/disaster/fl-1997-000265-som,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/som,,,,
Tanzania: Fires - Oct 1997,Tanzania,,,https://reliefweb.int/disaster/wf-1997-000262-tza,https://reliefweb.int/disasters?list=Wild%20Fire%20Disasters&advanced-search=%28TY4648%29,Wild Fire,https://reliefweb.int/country/tza,,,,
Tanzania: Floods - Apr 1997,Tanzania,,,https://reliefweb.int/disaster/fl-1997-000049-tza,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/tza,,,,
Ethiopia: Drought - Apr 1997,Ethiopia,,,https://reliefweb.int/disaster/dr-1997-000091-eth,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/eth,,,,
Kenya: Drought - Feb 1997,Kenya,,,https://reliefweb.int/disaster/dr-1997-000024-ken,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/ken,,,,
Ethiopia: Floods - Aug 1996,Ethiopia,,,https://reliefweb.int/taxonomy/term/6617,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/eth,,,,
Sudan: Floods - Aug 1996,Sudan,,,https://reliefweb.int/taxonomy/term/4918,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/sdn,,,,
Djibouti: Drought - Jul 1996,Djibouti,,,https://reliefweb.int/taxonomy/term/5479,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/dji,,,,
Somalia: Floods - Nov 1995,Somalia,,,https://reliefweb.int/taxonomy/term/5618,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/som,,,,
Rwanda: Chemical Accident - Sep 1995,Rwanda,,,https://reliefweb.int/taxonomy/term/4903,https://reliefweb.int/disasters?list=Technological%20Disaster%20Disasters&advanced-search=%28TY4620%29,Technological Disaster,https://reliefweb.int/country/rwa,,,,
Tanzania: Floods - May 1995,Tanzania,,,https://reliefweb.int/taxonomy/term/5894,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/tza,,,,
Ethiopia: Floods - May 1995,Ethiopia,,,https://reliefweb.int/taxonomy/term/5232,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/eth,,,,
Djibouti: Floods - Nov 1994,Djibouti,,,https://reliefweb.int/taxonomy/term/5710,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/dji,,,,
Sudan: Floods - Sep 1994,Sudan,,,https://reliefweb.int/taxonomy/term/6628,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/sdn,,,,
Uganda: Earthquake - Feb 1994,Uganda,,,https://reliefweb.int/taxonomy/term/5288,https://reliefweb.int/disasters?list=Earthquake%20Disasters&advanced-search=%28TY4628%29,Earthquake,https://reliefweb.int/country/uga,,,,
Sudan/Egypt: Earthquakes - Aug 1993,Egypt,,,https://reliefweb.int/taxonomy/term/6217,https://reliefweb.int/disasters?list=Earthquake%20Disasters&advanced-search=%28TY4628%29,Earthquake,https://reliefweb.int/country/egy,,,Affected countries,
Eritrea: Hailstorm - Apr 1993,Eritrea,,,https://reliefweb.int/taxonomy/term/6203,https://reliefweb.int/disasters?list=Severe%20Local%20Storm%20Disasters&advanced-search=%28TY4656%29,Severe Local Storm,https://reliefweb.int/country/eri,,,Affected country,
Tanzania: Floods - Feb 1993,Tanzania,,,https://reliefweb.int/taxonomy/term/4732,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/tza,,,Affected country,
Sudan: Earthquake - May 1990,Sudan,,,https://reliefweb.int/taxonomy/term/6306,https://reliefweb.int/disasters?list=Earthquake%20Disasters&advanced-search=%28TY4628%29,Earthquake,https://reliefweb.int/country/sdn,,,Affected country,
Tanzania: Floods - Apr 1990,Tanzania,,,https://reliefweb.int/taxonomy/term/4779,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/tza,,,Affected country,
Somalia: Floods - Jun 1989,Somalia,,,https://reliefweb.int/taxonomy/term/5182,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/som,,,Affected country,
Tanzania: Floods - Apr 1989,Tanzania,,,https://reliefweb.int/taxonomy/term/6537,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/tza,,,Affected country,
Djibouti: Floods - Apr 1989,Djibouti,,,https://reliefweb.int/taxonomy/term/5125,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/dji,,,Affected country,
Ethiopia: Meningitis Epidemic - Feb 1989,Ethiopia,,,https://reliefweb.int/taxonomy/term/6077,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/eth,,,Affected country,
Burundi: Floods - Feb 1989,Burundi,,,https://reliefweb.int/taxonomy/term/5026,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/bdi,,,Affected country,
Sudan: Floods - Aug 1988,Sudan,,,https://reliefweb.int/taxonomy/term/6643,https://reliefweb.int/disasters?list=Flood%20Disasters&advanced-search=%28TY4611%29,Flood,https://reliefweb.int/country/sdn,,,Affected country,
Rwanda: Torrential Rains - May 1988,Rwanda,,,https://reliefweb.int/taxonomy/term/4896,https://reliefweb.int/disasters?list=Severe%20Local%20Storm%20Disasters&advanced-search=%28TY4656%29,Severe Local Storm,https://reliefweb.int/country/rwa,,,Affected country,
Sudan: Drought Affected Population - Mar 1988,Sudan,,,https://reliefweb.int/taxonomy/term/6314,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/sdn,,,Affected country,
Djibouti: Drought - Feb 1988,Djibouti,,,https://reliefweb.int/taxonomy/term/6479,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/dji,,,Affected country,
Ethiopia: Drought - Jan 1988,Ethiopia,,,https://reliefweb.int/taxonomy/term/6674,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/eth,,,Affected country,
Somalia: Drought May - 1987,Somalia,,,https://reliefweb.int/taxonomy/term/6163,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/som,,,Affected country,
Sudan: Drought/Insecurity/Pest Infestation - Aug 1986,Sudan,,,https://reliefweb.int/taxonomy/term/6481,https://reliefweb.int/disasters?list=Insect%20Infestation%20Disasters&advanced-search=%28TY5255%29,Insect Infestation,https://reliefweb.int/country/sdn,,,Affected country,
Somalia: Hazardous Materials Accident - Sep 1985,Somalia,,,https://reliefweb.int/taxonomy/term/6013,https://reliefweb.int/disasters?list=Technological%20Disaster%20Disasters&advanced-search=%28TY4620%29,Technological Disaster,https://reliefweb.int/country/som,,,Affected country,
Somalia: Cholera Epidemic - Apr 1985,Somalia,,,https://reliefweb.int/taxonomy/term/5536,https://reliefweb.int/disasters?list=Epidemic%20Disasters&advanced-search=%28TY4642%29,Epidemic,https://reliefweb.int/country/som,,,Affected country,
Sudan: Drought/Refugees - Jan 1985,Sudan,,,https://reliefweb.int/taxonomy/term/5188,https://reliefweb.int/disasters?list=Drought%20Disasters&advanced-search=%28TY4672%29,Drought,https://reliefweb.int/country/sdn,,,Affected country,
