DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2008-9307-UGA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2008-000164,,UGA,Uganda,Sub-Saharan Africa,Africa,"Nakapiripit, Kodito, Abim provinces (Karamoja region, North-East)",Lack of rains,Food shortage,Yes,No,No,,,Km2,,,,2008,7,,2009,10,,,,1100000,,1100000,,,,,,,70.6600890345053,"[{""adm1_code"":743,""adm1_name"":""Abim""},{""adm1_code"":765,""adm1_name"":""Kotido""},{""adm1_code"":773,""adm1_name"":""Nakapiripirit""}]",2010-08-16,2023-09-25
2008-9468-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Matabaan city, Belet Weyne district (Hiraan province)",,Food shortage,No,No,No,,,Km2,,,,2008,1,,2009,4,,,,3300000,,3300000,,,,,,,70.6600890345053,"[{""adm2_code"":25684,""adm2_name"":""Belet Weyne""}]",2009-05-06,2023-09-25
2008-9640-BDI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Kirundo, Ngozi, Muyinga, Cankuzo, Karuzi, Ruyigi provinces",,Food shortage,No,No,No,,,Km2,,,,2008,9,,2009,1,,,,82500,,82500,,,,,,,70.6600890345053,"[{""adm1_code"":40546,""adm1_name"":""Cankuzo""},{""adm1_code"":40549,""adm1_name"":""Karuzi""},{""adm1_code"":40551,""adm1_name"":""Kirundo""},{""adm1_code"":40554,""adm1_name"":""Muyinga""},{""adm1_code"":40556,""adm1_name"":""Ngozi""},{""adm1_code"":40558,""adm1_name"":""Ruyigi""}]",2009-06-09,2023-09-25
2009-0006-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Near Moshi,,,No,No,No,,,,,,,2009,1,4,2009,1,4,11,14,,,14,,,,,,,70.4088617569341,,2009-01-27,2023-09-25
2009-0022-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Tanga,,,No,No,No,,,,,,,2009,1,10,2009,1,10,27,14,,,14,,,,,,,70.4088617569341,,2009-01-29,2023-09-25
2009-0051-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Kambu (near Mtito Andei),,,No,No,No,,,,,,,2009,1,19,2009,1,19,29,24,,,24,,,,,,,70.4088617569341,,2009-02-26,2023-09-25
2009-0052-TZA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Chavumba village (Handali area, Chamwino district, Dodoma province)",,,No,No,No,,,Kph,,,,2009,1,16,2009,1,16,,,605,,605,,,,,,,70.4088617569341,"[{""adm2_code"":115066,""adm2_name"":""Chamwino""}]",2009-02-26,2023-09-25
2009-0058-KEN,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),GLIDE:AC-2009-000037,Petrol Tanker,KEN,Kenya,Sub-Saharan Africa,Africa,Molo,,,No,No,No,,,,,,,2009,1,31,2009,2,1,107,100,,,100,,,,,,,70.4088617569341,,2010-03-19,2023-09-25
2009-0060-KEN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),GLIDE:AC-2009-000036,"Supermarket ""Nakumatt Downtown""",KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi,,,No,No,No,,,,,,,2009,1,30,2009,1,30,56,,,,,,,,,,,70.4088617569341,,2009-03-13,2023-09-25
2009-0090-UGA,No,tec-tra-air-air,Technological,Transport,Air,Air,,,UGA,Uganda,Sub-Saharan Africa,Africa,Entebbe,,,No,No,No,,,,,,,2009,3,9,2009,3,9,11,,,,,,,,,,,70.4088617569341,,2009-03-13,2023-09-25
2009-0116-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Near Mbeya,,,No,No,No,,,,,,,2009,3,19,2009,3,19,10,16,,,16,,,,,,,70.4088617569341,,2009-04-06,2023-09-25
2009-0126-BDI,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,BDI,Burundi,Sub-Saharan Africa,Africa,Ruvubu river (Muyinga province),,,No,No,No,,,,,,,2009,3,30,2009,3,30,12,,,,,,,,,,,70.4088617569341,,2009-04-14,2023-09-25
2009-0147-BDI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000075,,BDI,Burundi,Sub-Saharan Africa,Africa,Buterere district (Bujumbura Mairie province),Heavy rains,,No,No,No,,11710,Km2,-3.27,29.75,Kinyankonge,2009,4,12,2009,4,15,,,8000,,8000,,,,,,,70.4088617569341,"[{""adm2_code"":40565,""adm2_name"":""Buterere""}]",2009-05-22,2023-09-25
2009-0172-TZA,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Amunitions camp,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Mbagala Kuu, Kizuiani, Kibondemaji B., Mtoni Kijiti, Mwanamtoti, Mission, Kichemichemi, Makuka, Mgeni (Dar-es-Salaam)",,,Yes,No,No,,,,,,,2009,4,29,2009,4,29,26,500,18866,,19366,,,,,,,70.4088617569341,,2010-08-16,2023-09-25
2009-0182-SOM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SOM,Somalia,Sub-Saharan Africa,Africa,Between Kismayo and Ras Kamboni,,,No,No,No,,,,,,,2009,5,14,2009,5,14,15,,3,,3,,,,,,,70.4088617569341,,2009-05-15,2023-09-25
2009-0202-KEN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,KEN,Kenya,Sub-Saharan Africa,Africa,"Busia, Bungoma, Siaya, Tinderet, Naivasha, Roongo, Kisumu West ,Kajiado, Moyale, Laisamis, Wajir North, Isiolo, Garissa districts",Poor sanitation and hygiene,,No,No,No,,,,,,,2009,1,,2009,5,21,201,,10048,,10048,,,,,,,70.4088617569341,,2009-05-25,2023-09-25
2009-0248-BDI,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Building collapse,BDI,Burundi,Sub-Saharan Africa,Africa,Gitega,,,No,No,No,,,m3,,,,2009,7,9,2009,7,9,18,39,,,39,,,,,,,70.4088617569341,,2009-07-20,2023-09-25
2009-0255-UGA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,GLIDE:EP-2009-000074,Cholera,UGA,Uganda,Sub-Saharan Africa,Africa,"Karambi, Nyakiyumbu, Kitholhu, Ihandiro, Bwera sub-counties (Bukonzo West constituency)",,,No,No,No,,,,,,,2009,3,8,2009,10,29,8,,368,,368,,,,,,,70.4088617569341,,2009-11-06,2023-09-25
2009-0277-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Between Arusha and Dar-es-Salaam,,,No,No,No,,,,,,,2009,7,26,2009,7,26,33,13,,,13,,,,,,,70.4088617569341,,2009-07-27,2023-09-25
2009-0278-DJI,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,DJI,Djibouti,Sub-Saharan Africa,Africa,Near Holl-Holl,,,No,No,No,,,,,,,2009,7,27,2009,7,27,13,24,,,24,,,,,,,70.4088617569341,,2009-07-28,2023-09-25
2009-0281-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Near Narok,,,No,No,No,,,,,,,2009,7,21,2009,7,22,21,50,,,50,,,,,,,70.4088617569341,,2009-07-28,2023-09-25
2009-0300-SDN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SDN,Sudan,Northern Africa,Africa,Near Khartoum,,,No,No,No,,,,,,,2009,8,4,2009,8,4,11,,,,,,,,,,,70.4088617569341,,2009-08-06,2023-09-25
2009-0340-TZA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Dormitory of a School,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Iringa,,,No,No,No,,,,,,,2009,8,23,2009,8,23,12,20,,,20,,,,,,,70.4088617569341,,2009-09-10,2023-09-25
2009-0361-KEN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,,KEN,Kenya,Sub-Saharan Africa,Africa,Rasini village (Faza Island),,,No,No,No,,,,,,,2009,9,5,2009,9,5,,,2500,,2500,,,,,,,70.4088617569341,,2009-09-23,2023-09-25
2009-0368-ETH,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera/Acute Watery Diarrhoea,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Oromiya, Amhara, Addis Abeba, Southern Nations Nationalities and People's Region (SNNPR), Afar, Somali states",,,No,No,No,,,,,,,2009,8,,2009,9,,135,,13652,,13652,,,,,,,70.4088617569341,,2010-03-25,2023-09-25
2009-0379-SDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000166,,SDN,Sudan,Northern Africa,Africa,"Khartoum, Blue Nile, Northern, Kassala, Northern Kordofan, Sennar provinces",Heavy rains,,Yes,No,No,,59850,Km2,27.01,15.98,,2009,8,16,2009,8,26,20,,111455,,111455,,,,,,,70.4088617569341,"[{""adm1_code"":2749,""adm1_name"":""Blue Nile""},{""adm1_code"":2753,""adm1_name"":""Khartoum""},{""adm1_code"":2755,""adm1_name"":""Northern""},{""adm1_code"":2762,""adm1_name"":""Sennar""},{""adm1_code"":68783,""adm1_name"":""Kassala""},{""adm1_code"":68784,""adm1_name"":""Northern Kordofan""}]",2010-08-16,2023-09-25
2009-0437-TZA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Hendeni district (Tanga region),,,No,No,No,,,,,,,2009,10,,2009,10,,12,,600,,600,,,,,,,70.4088617569341,,2009-10-16,2023-09-25
2009-0456-KEN,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Building collapse,KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi,,,No,No,No,,,,,,,2009,10,19,2009,10,19,41,,,,,,,,,,,70.4088617569341,,2009-12-03,2023-09-25
2009-0474-BDI,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,BDI,Burundi,Sub-Saharan Africa,Africa,Cohoha lake (Kirundo province),,,No,No,No,,,,,,,2009,10,24,2009,10,24,14,,10,,10,,,,,,,70.4088617569341,,2010-01-14,2023-09-25
2009-0484-TZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kilimanjaro, Morogoro, Dodoma provinces",Hevay rains,"Slide (land, mud, snow, rock)",No,No,No,,194800,Km2,-6.77,35.89,,2009,11,10,2009,11,13,20,,,,,,,,,,,70.4088617569341,"[{""adm1_code"":48359,""adm1_name"":""Dodoma""},{""adm1_code"":48363,""adm1_name"":""Kilimanjaro""},{""adm1_code"":48368,""adm1_name"":""Morogoro""}]",2010-03-05,2023-09-25
2009-0494-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Mandera district (North Eastern province), Malindi, Tana River districts (Coast province), Nyanza, Western provinces","El Nino, exceptional heavy rains","Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Tana River,2009,10,29,2009,11,4,16,,44850,,44850,,,,,,,70.4088617569341,"[{""adm1_code"":51330,""adm1_name"":""Nyanza""},{""adm1_code"":51332,""adm1_name"":""Western""},{""adm2_code"":51343,""adm2_name"":""Malindi""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51363,""adm2_name"":""Mandera""}]",2010-04-12,2023-09-25
2009-0532-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Belet Weyne district (Hiraan province), Ceel Waaq, Belet Xaawo districts (Gedo province)",,,No,No,No,,,Km2,,,,2009,10,23,2009,10,30,,,1750,,1750,,,,,,,70.4088617569341,"[{""adm2_code"":25679,""adm2_name"":""Belet Xaawo""},{""adm2_code"":25680,""adm2_name"":""Ceel Waaq""},{""adm2_code"":25684,""adm2_name"":""Belet Weyne""}]",2009-12-07,2023-09-25
2009-0545-UGA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,UGA,Uganda,Sub-Saharan Africa,Africa,"Busia, Kampala districts",,,No,No,No,,,,,,,2009,10,,2009,10,26,9,,176,,176,,,,,,,70.4088617569341,,2009-12-11,2023-09-25
2009-0549-KEN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,KEN,Kenya,Sub-Saharan Africa,Africa,"Kapedo, Lokori areas (East Pokot district)",,,No,No,No,,,,,,,2009,11,23,2009,12,9,24,,193,,193,,,,,,,70.4088617569341,,2009-12-15,2023-09-25
2009-0576-KEN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,KEN,Kenya,Sub-Saharan Africa,Africa,"East Pokot, Turkana East",,,No,No,No,,,,,,,2009,11,13,2009,12,14,26,,205,,205,,,,,,,70.4088617569341,,2009-12-21,2023-09-25
2009-0591-TZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2009-000264,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kongwa, Pandambili areas (Kongwa district, Dodoma province), Mpwapwa area (Mpwapwa district, Dodoma province), Kilosa kwa Mpepo area (Ulanga district, Morogoro province), Mtunani area (Kisarawe district, Pwani province), Liwanga area (Tunduru district, Ruvuma province), Kilwa district (Lindi province), Shinyanga, Mwanza, Mara, Arusha provinces",Heavy rains,,Yes,No,No,166,167300,Km2,-6.8,36.02,Mkondoa river,2009,12,25,2010,1,10,18,,50000,,50000,,,,,,,70.4088617569341,"[{""adm1_code"":48357,""adm1_name"":""Arusha""},{""adm1_code"":48366,""adm1_name"":""Mara""},{""adm1_code"":115006,""adm1_name"":""Mwanza""},{""adm1_code"":115009,""adm1_name"":""Shinyanga""},{""adm2_code"":48394,""adm2_name"":""Kongwa""},{""adm2_code"":48395,""adm2_name"":""Mpwapwa""},{""adm2_code"":48419,""adm2_name"":""Kilwa""},{""adm2_code"":48448,""adm2_name"":""Ulanga""},{""adm2_code"":115056,""adm2_name"":""Kisarawe""},{""adm2_code"":48481,""adm2_name"":""Tunduru""}]",2014-05-12,2023-09-25
2009-0597-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000003,,KEN,Kenya,Sub-Saharan Africa,Africa,"Nairobi district (Nairobi province), Turkana, Laikipia, Kajiado, Koibatek, Baringo, Narok, West Pokot, Kericho, Keiyo, Marakwet, Samburu, Nakuru districts (Rift Valley province), Kilifi, Tana River, Taita Taveta districts (Coast province), Nyando district (Nyanza province), Kiambu district (Central province), Isiolo, Makueni districts (Eastern province), Homa Bay district (Nyanza province) ",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2009,12,24,2010,1,12,40,,91350,,91350,,,,,,,70.4088617569341,"[{""adm2_code"":51333,""adm2_name"":""Kiambu""},{""adm2_code"":51340,""adm2_name"":""Kilifi""},{""adm2_code"":51345,""adm2_name"":""Taita Taveta""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51351,""adm2_name"":""Makueni""},{""adm2_code"":51360,""adm2_name"":""Nairobi""},{""adm2_code"":51368,""adm2_name"":""Homa Bay""},{""adm2_code"":51373,""adm2_name"":""Nyando""},{""adm2_code"":51377,""adm2_name"":""Baringo""},{""adm2_code"":51380,""adm2_name"":""Kajiado""},{""adm2_code"":51381,""adm2_name"":""Keiyo""},{""adm2_code"":51382,""adm2_name"":""Kericho""},{""adm2_code"":51383,""adm2_name"":""Koibatek""},{""adm2_code"":51384,""adm2_name"":""Laikipia""},{""adm2_code"":51385,""adm2_name"":""Marakwet""},{""adm2_code"":51386,""adm2_name"":""Nakuru""},{""adm2_code"":51388,""adm2_name"":""Narok""},{""adm2_code"":51389,""adm2_name"":""Samburu""},{""adm2_code"":51392,""adm2_name"":""Turkana""},{""adm2_code"":51394,""adm2_name"":""West Pokot""}]",2011-03-15,2023-09-25
2009-9615-ETH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:OT-2010-000016,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Somali, Oromia, Afar, Tigray, Amhara, SNNP, Gambela provinces",Poor rainfall,Food shortage,No,No,No,,,Km2,,,,2009,1,,2010,8,,,,6200000,,6200000,,,,,,,70.4088617569341,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":1229,""adm1_name"":""Amhara""},{""adm1_code"":1232,""adm1_name"":""Gambela""},{""adm1_code"":1236,""adm1_name"":""SNNPR""},{""adm1_code"":1237,""adm1_name"":""Tigray""},{""adm1_code"":47678,""adm1_name"":""Oromia""},{""adm1_code"":47679,""adm1_name"":""Somali""}]",2010-08-26,2023-09-25
2009-9633-SSD,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Unity, Northern Bahr Ghazal, Jonglei, Upper Nile, Eastern Equatoria, Warab provinces","Bad distibution of rain, conflict and bad recolt",Food shortage,No,No,No,,,Km2,,,,2009,,,2010,,,,,4300000,,4300000,,,,,,,70.4088617569341,"[{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2750,""adm1_name"":""Eastern Equatoria""},{""adm1_code"":2751,""adm1_name"":""Jonglei""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":2765,""adm1_name"":""Warab""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""}]",2010-02-04,2023-09-25
2009-9634-BDI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Kirundo, Bugabira, Busoni districts (Kirundo province)",Failed rains,Food shortage,No,No,No,,,Km2,,,,2009,12,,2010,2,,,,180000,,180000,,,,,,,70.4088617569341,"[{""adm2_code"":40638,""adm2_name"":""Bugabira""},{""adm2_code"":40639,""adm2_name"":""Busoni""},{""adm2_code"":40642,""adm2_name"":""Kirundo""}]",2010-02-24,2023-09-25
2010-0009-BDI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Gatumba village (Mutimbuzi district, Bujumbura province)",,,No,No,No,,,Km2,,,,2010,1,,2010,1,,,,1000,,1000,,,,,,,71.5635955751889,"[{""adm2_code"":40589,""adm2_name"":""Mutimbuzi""}]",2010-03-25,2023-09-25
2010-0043-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Kwangavu,,,No,No,No,,,,,,,2010,2,2,2010,2,2,24,51,,,51,,,,,,,71.5635955751889,,2010-02-04,2023-09-25
2010-0084-UGA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2010-000040,,UGA,Uganda,Sub-Saharan Africa,Africa,"Himumtu, Mazimasa, Kachonga, Butalega Rural, Butaleja Town areas (Bunyole district, Butaleja province), Nametsi, Kubehwo, Namangasa, Namasheti, Bumayoka villages (Manjiya district, Bududa province), Amudat, Amuria, Budaka, Bukwo, Kapchorwa, Katakwi, Kibuku, Manafwa, Mbale, Moroto, Nakapiripirit, Napak, Pallisa, Sironko provinces",Heavy rains,,Yes,No,No,339,,,,,,2010,2,25,2010,3,1,388,10,12785,,12795,,,,,,,71.5635955751889,"[{""adm1_code"":744,""adm1_name"":""Amudat""},{""adm1_code"":747,""adm1_name"":""Budaka""},{""adm1_code"":751,""adm1_name"":""Bukwo""},{""adm1_code"":761,""adm1_name"":""Kapchorwa""},{""adm1_code"":769,""adm1_name"":""Manafwa""},{""adm1_code"":772,""adm1_name"":""Moroto""},{""adm1_code"":773,""adm1_name"":""Nakapiripirit""},{""adm1_code"":775,""adm1_name"":""Napak""},{""adm1_code"":785,""adm1_name"":""Sironko""},{""adm1_code"":1235,""adm1_name"":""Kibuku""},{""adm1_code"":1369,""adm1_name"":""Pallisa""},{""adm1_code"":47068,""adm1_name"":""Amuria""},{""adm1_code"":47078,""adm1_name"":""Katakwi""},{""adm1_code"":47085,""adm1_name"":""Mbale""},{""adm2_code"":28480,""adm2_name"":""Manjiya""},{""adm2_code"":28539,""adm2_name"":""Bunyole""}]",2014-05-12,2023-09-25
2010-0094-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Mandera district (North Eastern province), Turkana, Marakwet, Samburu, Nandi North, Nandi South, Nakuru, Baringo, Narok districts (Rift Valley province), Isiolo, Makueni, Marsabit, Moyale districts (Eastern province), Malindi, Tana River districts (Coast province), Maragua district (Central province), Nairobi district (Nairobi province)","Heavy rains, Long Rains Season (March-June)","Lightening|Slide (land, mud, snow, rock)",No,No,No,,40320,Km2,0.01,34.5,,2010,3,1,2010,5,14,94,,141164,,141164,,,,,,,71.5635955751889,"[{""adm2_code"":51335,""adm2_name"":""Maragua""},{""adm2_code"":51343,""adm2_name"":""Malindi""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51351,""adm2_name"":""Makueni""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51360,""adm2_name"":""Nairobi""},{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51377,""adm2_name"":""Baringo""},{""adm2_code"":51385,""adm2_name"":""Marakwet""},{""adm2_code"":51386,""adm2_name"":""Nakuru""},{""adm2_code"":51388,""adm2_name"":""Narok""},{""adm2_code"":51389,""adm2_name"":""Samburu""},{""adm2_code"":51392,""adm2_name"":""Turkana""},{""adm2_code"":68769,""adm2_name"":""Nandi North""},{""adm2_code"":68770,""adm2_name"":""Nandi South""}]",2011-03-15,2023-09-25
2010-0098-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Kitangiri,,,No,No,No,,,,,,,2010,3,1,2010,3,1,24,59,,,59,,,,,,,71.5635955751889,,2010-03-09,2023-09-25
2010-0115-ETH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000041,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Mustahil, Kelafo villages (Shabelle district, Somali province)",Heavy rains,,No,No,No,,,Km2,,,Wabi Shabelle,2010,3,1,2010,3,11,,,55700,,55700,,,,,,,71.5635955751889,"[{""adm2_code"":40844,""adm2_name"":""Shabelle""}]",2010-03-31,2023-09-25
2010-0115-SOM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000041,,SOM,Somalia,Sub-Saharan Africa,Africa,"Sool, Togdheer, Woqooyi Galbeed provinces",Heavy rains,,No,No,No,,,Km2,9.2,45.49,,2010,3,1,2010,3,11,,,16000,,16000,,,,,,,71.5635955751889,"[{""adm1_code"":2703,""adm1_name"":""Sool""},{""adm1_code"":2704,""adm1_name"":""Togdheer""},{""adm1_code"":2705,""adm1_name"":""Woqooyi Galbeed""}]",2010-03-19,2023-09-25
2010-0122-BDI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000057,,BDI,Burundi,Sub-Saharan Africa,Africa,"Cibitoke, Bujumbura Rural provinces",,,No,No,No,,,Km2,,,,2010,2,,2010,2,,,,990,,990,,,,,,,71.5635955751889,"[{""adm1_code"":40544,""adm1_name"":""Bujumbura Rural""},{""adm1_code"":40547,""adm1_name"":""Cibitoke""}]",2010-03-25,2023-09-25
2010-0140-ETH,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Acute Watery Diarrhoea,ETH,Ethiopia,Sub-Saharan Africa,Africa,Oromia region,,,No,No,No,,,,,,,2010,1,1,2010,3,22,16,,967,,967,,,,,,,71.5635955751889,,2010-03-31,2023-09-25
2010-0141-KEN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,KEN,Kenya,Sub-Saharan Africa,Africa,"Marakwet, Tharaka, Kwale, Msambweni, Mombasa, Kilindini, Central Pokot, West Pokot, Narok, Langata, Kajiado, Malindi, Kilifi,",,,No,No,No,,,,,,,2010,1,1,2010,5,26,46,,2834,,2834,,,,,,,71.5635955751889,,2010-07-15,2023-09-25
2010-0146-RWA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Murambi, Kubukoko, Knebwe areas (Rubavu district, West/Iburengerazuba province)",Heavy rains,,No,No,No,,,,,,,2010,3,26,2010,3,31,14,17,,5920,5937,,,,,,,71.5635955751889,"[{""adm2_code"":21998,""adm2_name"":""Rubavu""}]",2011-03-15,2023-09-25
2010-0164-SOM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Awdal, Sanaag, Sool, Togdheer, Woqooyi Galbeed provinces",Heavy rains,,No,No,No,,,Km2,,,,2010,4,24,2010,4,24,11,,,200,200,,,,,,,71.5635955751889,"[{""adm1_code"":2688,""adm1_name"":""Awdal""},{""adm1_code"":2702,""adm1_name"":""Sanaag""},{""adm1_code"":2703,""adm1_name"":""Sool""},{""adm1_code"":2704,""adm1_name"":""Togdheer""},{""adm1_code"":2705,""adm1_name"":""Woqooyi Galbeed""}]",2010-07-15,2023-09-25
2010-0186-KEN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,KEN,Kenya,Sub-Saharan Africa,Africa,"Kitony village (Marakwet district, Rift Valley province)",Torrential rain,,No,No,No,,,,,,,2010,4,30,2010,4,30,10,,,,,,,,,,,71.5635955751889,"[{""adm2_code"":51385,""adm2_name"":""Marakwet""}]",2010-05-10,2023-09-25
2010-0199-RWA,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,RWA,Rwanda,Sub-Saharan Africa,Africa,Nyabihu district (West/Iburengerazuba province),,,No,No,No,,,,,,,2010,5,16,2010,5,16,7,,,,,,,,,,,71.5635955751889,"[{""adm2_code"":21991,""adm2_name"":""Nyabihu""}]",2010-07-15,2023-09-25
